,Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9
815,20232_31009_30607_FUND ADMI,FUNDAMENTOS DE ADMINISTRACION_FUND ADMI(),20232_31009_30607_FUND ADMI,20232_31009,FUNDAMENTOS DE ADMINISTRACION_FUND ADMI(20232),20232/CIENCIAS SOCIALES Y DE LA EDUCACIÓN - TUNJA/DISEÑO DE INTERACCIÓN JORNADA DIURNA/NIVEL 4,20232_31009_4,20232_31009,20232_35
816,20232_31009_30493_FUN DISEÑ,FUNDAMENTOS DE DISEÑO_FUN DISEÑ(),20232_31009_30493_FUN DISEÑ,20232_31009,FUNDAMENTOS DE DISEÑO_FUN DISEÑ(20232),20232/CIENCIAS SOCIALES Y DE LA EDUCACIÓN - TUNJA/DISEÑO DE INTERACCIÓN JORNADA DIURNA/NIVEL 1,20232_31009_1,20232_31009,20232_35
817,20232_31009_30604_EST CULT,ESTUDIOS CULTURALES_EST CULT(),20232_31009_30604_EST CULT,20232_31009,ESTUDIOS CULTURALES_EST CULT(20232),20232/CIENCIAS SOCIALES Y DE LA EDUCACIÓN - TUNJA/DISEÑO DE INTERACCIÓN JORNADA DIURNA/NIVEL 4,20232_31009_4,20232_31009,20232_35
818,20232_31009_30617_GESTION II,GESTION II GERENCIA DE PROYECTOS_GESTION II(),20232_31009_30617_GESTION II,20232_31009,GESTION II GERENCIA DE PROYECTOS_GESTION II(20232),20232/CIENCIAS SOCIALES Y DE LA EDUCACIÓN - TUNJA/DISEÑO DE INTERACCIÓN JORNADA DIURNA/NIVEL 6,20232_31009_6,20232_31009,20232_35
819,20232_31009_30612_GEST I,GESTION I_GEST I(),20232_31009_30612_GEST I,20232_31009,GESTION I_GEST I(20232),20232/CIENCIAS SOCIALES Y DE LA EDUCACIÓN - TUNJA/DISEÑO DE INTERACCIÓN JORNADA DIURNA/NIVEL 5,20232_31009_5,20232_31009,20232_35
820,20232_32080_99249_PROF II,PROFUNDIZACIÓN II_PROF II(),20232_32080_99249_PROF II,20232_32080,PROFUNDIZACIÓN II_PROF II(20232),20232/CIENCIAS DE LA SALUD -TUNJA/CULTURA FÍSICA DEPORTE Y RECREACIÓN JORNADA DIURNA/NIVEL 8,20232_32080_8,20232_32080,20232_36
821,20232_32080_99210_MARC LEGAL,MARCO LEGAL_MARC LEGAL(),20232_32080_99210_MARC LEGAL,20232_32080,MARCO LEGAL_MARC LEGAL(20232),20232/CIENCIAS DE LA SALUD -TUNJA/CULTURA FÍSICA DEPORTE Y RECREACIÓN JORNADA DIURNA/NIVEL 2,20232_32080_2,20232_32080,20232_36
822,20232_32080_99238_DEPORT ALTER,DEPORTES ALTERNATIVOS_DEPORT ALTER(),20232_32080_99238_DEPORT ALTER,20232_32080,DEPORTES ALTERNATIVOS_DEPORT ALTER(20232),20232/CIENCIAS DE LA SALUD -TUNJA/CULTURA FÍSICA DEPORTE Y RECREACIÓN JORNADA DIURNA/NIVEL 6,20232_32080_6,20232_32080,20232_36
823,20232_32080_99244_PROF I,PROFUNDIZACIÓN I_PROF I(),20232_32080_99244_PROF I,20232_32080,PROFUNDIZACIÓN I_PROF I(20232),20232/CIENCIAS DE LA SALUD -TUNJA/CULTURA FÍSICA DEPORTE Y RECREACIÓN JORNADA DIURNA/NIVEL 7,20232_32080_7,20232_32080,20232_36
824,20232_32080_99223_ENF CRO,ENFERMEDADES CRÓNICAS NO TRANSMISIBLES - PATOKINESIS_ENF CRO(),20232_32080_99223_ENF CRO,20232_32080,ENFERMEDADES CRÓNICAS NO TRANSMISIBLES - PATOKINESIS_ENF CRO(20232),20232/CIENCIAS DE LA SALUD -TUNJA/CULTURA FÍSICA DEPORTE Y RECREACIÓN JORNADA DIURNA/NIVEL 4,20232_32080_4,20232_32080,20232_36
825,20232_32080_99211_DIDACT,DIDÁCTICA DE LA ACTIVIDAD FÍSICA_DIDACT(),20232_32080_99211_DIDACT,20232_32080,DIDÁCTICA DE LA ACTIVIDAD FÍSICA_DIDACT(20232),20232/CIENCIAS DE LA SALUD -TUNJA/CULTURA FÍSICA DEPORTE Y RECREACIÓN JORNADA DIURNA/NIVEL 2,20232_32080_2,20232_32080,20232_36
826,20232_30002_95084_ELMEC4,INGLES IV_ELMEC4(),20232_30002_95084_ELMEC4,20232_30002,INGLES IV_ELMEC4(20232),20232/DIVISION IDIOMAS-BASICAS-HUMANIDADES-DEPORTES/DEPARTAMENTO DE IDIOMAS - TUNJA JORNADA DIURNA/NIVEL 4,20232_30002_4,20232_30002,20232_12
827,20232_30002_95346_NEGA4,INGLES IV_NEGA4(),20232_30002_95346_NEGA4,20232_30002,INGLES IV_NEGA4(20232),20232/DIVISION IDIOMAS-BASICAS-HUMANIDADES-DEPORTES/DEPARTAMENTO DE IDIOMAS - TUNJA JORNADA DIURNA/NIVEL 4,20232_30002_4,20232_30002,20232_12
828,20232_30002_95081_AMBIND1A,INGLES  I_AMBIND1A(),20232_30002_95081_AMBIND1A,20232_30002,INGLES  I_AMBIND1A(20232),20232/DIVISION IDIOMAS-BASICAS-HUMANIDADES-DEPORTES/DEPARTAMENTO DE IDIOMAS - TUNJA JORNADA DIURNA/NIVEL 1,20232_30002_1,20232_30002,20232_12
829,20232_30002_95083_ELSI3,INGLES III _ELSI3(),20232_30002_95083_ELSI3,20232_30002,INGLES III _ELSI3(20232),20232/DIVISION IDIOMAS-BASICAS-HUMANIDADES-DEPORTES/DEPARTAMENTO DE IDIOMAS - TUNJA JORNADA DIURNA/NIVEL 3,20232_30002_3,20232_30002,20232_12
830,20232_30002_95081_SIST1A,INGLES  I_SIST1A(),20232_30002_95081_SIST1A,20232_30002,INGLES  I_SIST1A(20232),20232/DIVISION IDIOMAS-BASICAS-HUMANIDADES-DEPORTES/DEPARTAMENTO DE IDIOMAS - TUNJA JORNADA DIURNA/NIVEL 1,20232_30002_1,20232_30002,20232_12
831,20232_30002_95082_CULDIS2,INGLES II _CULDIS2(),20232_30002_95082_CULDIS2,20232_30002,INGLES II _CULDIS2(20232),20232/DIVISION IDIOMAS-BASICAS-HUMANIDADES-DEPORTES/DEPARTAMENTO DE IDIOMAS - TUNJA JORNADA DIURNA/NIVEL 2,20232_30002_2,20232_30002,20232_12
832,20232_30002_95084_ARQB4,INGLES IV_ARQB4(),20232_30002_95084_ARQB4,20232_30002,INGLES IV_ARQB4(20232),20232/DIVISION IDIOMAS-BASICAS-HUMANIDADES-DEPORTES/DEPARTAMENTO DE IDIOMAS - TUNJA JORNADA DIURNA/NIVEL 4,20232_30002_4,20232_30002,20232_12
833,20232_30002_95346_ADMCOND4,INGLES IV_ADMCOND4(),20232_30002_95346_ADMCOND4,20232_30002,INGLES IV_ADMCOND4(20232),20232/DIVISION IDIOMAS-BASICAS-HUMANIDADES-DEPORTES/DEPARTAMENTO DE IDIOMAS - TUNJA JORNADA DIURNA/NIVEL 4,20232_30002_4,20232_30002,20232_12
834,20232_30002_95082_AMBIND2,INGLES II _AMBIND2(),20232_30002_95082_AMBIND2,20232_30002,INGLES II _AMBIND2(20232),20232/DIVISION IDIOMAS-BASICAS-HUMANIDADES-DEPORTES/DEPARTAMENTO DE IDIOMAS - TUNJA JORNADA DIURNA/NIVEL 2,20232_30002_2,20232_30002,20232_12
835,20232_30002_95083_CULDIS3,INGLES III _CULDIS3(),20232_30002_95083_CULDIS3,20232_30002,INGLES III _CULDIS3(20232),20232/DIVISION IDIOMAS-BASICAS-HUMANIDADES-DEPORTES/DEPARTAMENTO DE IDIOMAS - TUNJA JORNADA DIURNA/NIVEL 3,20232_30002_3,20232_30002,20232_12
836,20232_30002_95128_CIVA3,IDIOMA EXTRANJERO III_CIVA3(),20232_30002_95128_CIVA3,20232_30002,IDIOMA EXTRANJERO III_CIVA3(20232),20232/DIVISION IDIOMAS-BASICAS-HUMANIDADES-DEPORTES/DEPARTAMENTO DE IDIOMAS - TUNJA JORNADA DIURNA/NIVEL 3,20232_30002_3,20232_30002,20232_12
837,20232_30002_95130_DERA5,IDIOMA EXTRANJERO V_DERA5(),20232_30002_95130_DERA5,20232_30002,IDIOMA EXTRANJERO V_DERA5(20232),20232/DIVISION IDIOMAS-BASICAS-HUMANIDADES-DEPORTES/DEPARTAMENTO DE IDIOMAS - TUNJA JORNADA DIURNA/NIVEL 5,20232_30002_5,20232_30002,20232_12
838,20232_32020_20421_B,SUJETOS DE DERECHO PRIVADO_B(),20232_32020_20421_B,20232_32020,SUJETOS DE DERECHO PRIVADO_B(20232),20232/CIENCIAS JURÍDICAS Y POLÍTICAS/DERECHO JORNADA DIURNA/NIVEL 4,20232_32020_4,20232_32020,20232_32
839,20232_32020_20808_C,ETICA PROFESIONAL_C(),20232_32020_20808_C,20232_32020,ETICA PROFESIONAL_C(20232),20232/CIENCIAS JURÍDICAS Y POLÍTICAS/DERECHO JORNADA DIURNA/NIVEL 8,20232_32020_8,20232_32020,20232_32
840,20232_32020_23242_B,PRACTICA ADMINISTRATIVA_B(),20232_32020_23242_B,20232_32020,PRACTICA ADMINISTRATIVA_B(20232),20232/CIENCIAS JURÍDICAS Y POLÍTICAS/DERECHO JORNADA DIURNA/NIVEL 7,20232_32020_7,20232_32020,20232_32
841,20232_32020_20705_B,CONSULTORIO JURIDICO (ORALIDAD)_B(),20232_32020_20705_B,20232_32020,CONSULTORIO JURIDICO (ORALIDAD)_B(20232),20232/CIENCIAS JURÍDICAS Y POLÍTICAS/DERECHO JORNADA DIURNA/NIVEL 7,20232_32020_7,20232_32020,20232_32
842,20232_32020_20421_A,SUJETOS DE DERECHO PRIVADO_A(),20232_32020_20421_A,20232_32020,SUJETOS DE DERECHO PRIVADO_A(20232),20232/CIENCIAS JURÍDICAS Y POLÍTICAS/DERECHO JORNADA DIURNA/NIVEL 4,20232_32020_4,20232_32020,20232_32
843,20232_32020_20604_B,RESPONSABILIDAD PUBLICA Y PRIVADA_B(),20232_32020_20604_B,20232_32020,RESPONSABILIDAD PUBLICA Y PRIVADA_B(20232),20232/CIENCIAS JURÍDICAS Y POLÍTICAS/DERECHO JORNADA DIURNA/NIVEL 6,20232_32020_6,20232_32020,20232_32
844,20232_32020_20811_A,DERECHO PROCESAL PENAL_A(),20232_32020_20811_A,20232_32020,DERECHO PROCESAL PENAL_A(20232),20232/CIENCIAS JURÍDICAS Y POLÍTICAS/DERECHO JORNADA DIURNA/NIVEL 8,20232_32020_8,20232_32020,20232_32
845,20232_32020_21086_B,DERECHO PROCESAL CIVIL ESPECIAL_B(),20232_32020_21086_B,20232_32020,DERECHO PROCESAL CIVIL ESPECIAL_B(20232),20232/CIENCIAS JURÍDICAS Y POLÍTICAS/DERECHO JORNADA DIURNA/NIVEL 5,20232_32020_5,20232_32020,20232_32
846,20232_32020_20701_A,ETICA GENERAL_A(),20232_32020_20701_A,20232_32020,ETICA GENERAL_A(20232),20232/CIENCIAS JURÍDICAS Y POLÍTICAS/DERECHO JORNADA DIURNA/NIVEL 7,20232_32020_7,20232_32020,20232_32
847,20232_32020_20607_B,INVESTIGACION ASISTIDA I_B(),20232_32020_20607_B,20232_32020,INVESTIGACION ASISTIDA I_B(20232),20232/CIENCIAS JURÍDICAS Y POLÍTICAS/DERECHO JORNADA DIURNA/NIVEL 6,20232_32020_6,20232_32020,20232_32
848,20232_32020_21088_B,TITULOS VALORES_B(),20232_32020_21088_B,20232_32020,TITULOS VALORES_B(20232),20232/CIENCIAS JURÍDICAS Y POLÍTICAS/DERECHO JORNADA DIURNA/NIVEL 6,20232_32020_6,20232_32020,20232_32
849,20232_32020_23243_D,PRACTICA CIVIL_D(),20232_32020_23243_D,20232_32020,PRACTICA CIVIL_D(20232),20232/CIENCIAS JURÍDICAS Y POLÍTICAS/DERECHO JORNADA DIURNA/NIVEL 8,20232_32020_8,20232_32020,20232_32
850,20232_32020_56269_B,HISTORIA DEL DERECHO Y DE LAS INSTITUCIONES JURIDICAS_B(),20232_32020_56269_B,20232_32020,HISTORIA DEL DERECHO Y DE LAS INSTITUCIONES JURIDICAS_B(20232),20232/CIENCIAS JURÍDICAS Y POLÍTICAS/DERECHO JORNADA DIURNA/NIVEL 1,20232_32020_1,20232_32020,20232_32
851,20232_32020_21062_B,PRV VII: PROPIEDAD INTELECTUAL Y NOMBRES DE DOMINIO_B(),20232_32020_21062_B,20232_32020,PRV VII: PROPIEDAD INTELECTUAL Y NOMBRES DE DOMINIO_B(20232),20232/CIENCIAS JURÍDICAS Y POLÍTICAS/DERECHO JORNADA DIURNA/NIVEL 10,20232_32020_10,20232_32020,20232_32
852,20232_32020_56269_A,HISTORIA DEL DERECHO Y DE LAS INSTITUCIONES JURIDICAS_A(),20232_32020_56269_A,20232_32020,HISTORIA DEL DERECHO Y DE LAS INSTITUCIONES JURIDICAS_A(20232),20232/CIENCIAS JURÍDICAS Y POLÍTICAS/DERECHO JORNADA DIURNA/NIVEL 1,20232_32020_1,20232_32020,20232_32
853,20232_32020_23237_C,LABORAL APLICADO_C(),20232_32020_23237_C,20232_32020,LABORAL APLICADO_C(20232),20232/CIENCIAS JURÍDICAS Y POLÍTICAS/DERECHO JORNADA DIURNA/NIVEL 8,20232_32020_8,20232_32020,20232_32
854,20232_32020_21055_A,POL IX: POLITICAS PUBLICAS_A(),20232_32020_21055_A,20232_32020,POL IX: POLITICAS PUBLICAS_A(20232),20232/CIENCIAS JURÍDICAS Y POLÍTICAS/DERECHO JORNADA DIURNA/NIVEL 10,20232_32020_10,20232_32020,20232_32
855,20232_32020_20600_B,ANALITICA VI_B(),20232_32020_20600_B,20232_32020,ANALITICA VI_B(20232),20232/CIENCIAS JURÍDICAS Y POLÍTICAS/DERECHO JORNADA DIURNA/NIVEL 6,20232_32020_6,20232_32020,20232_32
856,20232_31030_33215_10A,ECOURBANISMO_10A(),20232_31030_33215_10A,20232_31030,ECOURBANISMO_10A(20232),20232/INGENIERIAS Y ARQUITECTURA - TUNJA/ARQUITECTURA JORNADA DIURNA/NIVEL 10,20232_31030_10,20232_31030,20232_18
857,20232_31030_30447_2B,EXPRESIÓN II. MANO ALZADA Y TECNICAS DE EXPRESIÓN_2B(),20232_31030_30447_2B,20232_31030,EXPRESIÓN II. MANO ALZADA Y TECNICAS DE EXPRESIÓN_2B(20232),20232/INGENIERIAS Y ARQUITECTURA - TUNJA/ARQUITECTURA JORNADA DIURNA/NIVEL 2,20232_31030_2,20232_31030,20232_18
858,20232_31030_33223_10A,PAISAJISMO_10A(),20232_31030_33223_10A,20232_31030,PAISAJISMO_10A(20232),20232/INGENIERIAS Y ARQUITECTURA - TUNJA/ARQUITECTURA JORNADA DIURNA/NIVEL 10,20232_31030_10,20232_31030,20232_18
859,20232_31030_30451_3A,URBANO I. LO URBANO COMO SIGNIFICADO: LARELACIÓN SOCIEDAD ESPCACIO Y SIGNIFICADO_3A(),20232_31030_30451_3A,20232_31030,URBANO I. LO URBANO COMO SIGNIFICADO: LARELACIÓN SOCIEDAD ESPCACIO Y SIGNIFICADO_3A(20232),20232/INGENIERIAS Y ARQUITECTURA - TUNJA/ARQUITECTURA JORNADA DIURNA/NIVEL 3,20232_31030_3,20232_31030,20232_18
860,20232_31030_33121_8A,ENFASIS URB AMB - PLANIFICACION URBANA REGIONAL Y MEDIO AMBIENTE_8A(),20232_31030_33121_8A,20232_31030,ENFASIS URB AMB - PLANIFICACION URBANA REGIONAL Y MEDIO AMBIENTE_8A(20232),20232/INGENIERIAS Y ARQUITECTURA - TUNJA/ARQUITECTURA JORNADA DIURNA/NIVEL 8,20232_31030_8,20232_31030,20232_18
861,20232_31030_33901_9B,EDIFICACIONES DE ALTA COMPLEJIDAD ESTETICA_9B(),20232_31030_33901_9B,20232_31030,EDIFICACIONES DE ALTA COMPLEJIDAD ESTETICA_9B(20232),20232/INGENIERIAS Y ARQUITECTURA - TUNJA/ARQUITECTURA JORNADA DIURNA/NIVEL 9,20232_31030_9,20232_31030,20232_18
862,20232_31030_33111_10A,PROYECTO DE GRADO_10A(),20232_31030_33111_10A,20232_31030,PROYECTO DE GRADO_10A(20232),20232/INGENIERIAS Y ARQUITECTURA - TUNJA/ARQUITECTURA JORNADA DIURNA/NIVEL 10,20232_31030_10,20232_31030,20232_18
863,20232_31030_30469_6A,CONSTRUCCIÓN IV. COSTOS Y PRESUPUESTOS_6A(),20232_31030_30469_6A,20232_31030,CONSTRUCCIÓN IV. COSTOS Y PRESUPUESTOS_6A(20232),20232/INGENIERIAS Y ARQUITECTURA - TUNJA/ARQUITECTURA JORNADA DIURNA/NIVEL 6,20232_31030_6,20232_31030,20232_18
864,20232_31030_30449_3A,PROYECTO I. ARQUITECTURA Y LEGUAJE_3A(),20232_31030_30449_3A,20232_31030,PROYECTO I. ARQUITECTURA Y LEGUAJE_3A(20232),20232/INGENIERIAS Y ARQUITECTURA - TUNJA/ARQUITECTURA JORNADA DIURNA/NIVEL 3,20232_31030_3,20232_31030,20232_18
865,20232_31030_30451_3B,URBANO I. LO URBANO COMO SIGNIFICADO: LARELACIÓN SOCIEDAD ESPCACIO Y SIGNIFICADO_3B(),20232_31030_30451_3B,20232_31030,URBANO I. LO URBANO COMO SIGNIFICADO: LARELACIÓN SOCIEDAD ESPCACIO Y SIGNIFICADO_3B(20232),20232/INGENIERIAS Y ARQUITECTURA - TUNJA/ARQUITECTURA JORNADA DIURNA/NIVEL 3,20232_31030_3,20232_31030,20232_18
866,20232_31030_30445_2C,FUNDAMENTACIÓN TÉCNICA_2C(),20232_31030_30445_2C,20232_31030,FUNDAMENTACIÓN TÉCNICA_2C(20232),20232/INGENIERIAS Y ARQUITECTURA - TUNJA/ARQUITECTURA JORNADA DIURNA/NIVEL 2,20232_31030_2,20232_31030,20232_18
867,20232_31030_30449_3B,PROYECTO I. ARQUITECTURA Y LEGUAJE_3B(),20232_31030_30449_3B,20232_31030,PROYECTO I. ARQUITECTURA Y LEGUAJE_3B(20232),20232/INGENIERIAS Y ARQUITECTURA - TUNJA/ARQUITECTURA JORNADA DIURNA/NIVEL 3,20232_31030_3,20232_31030,20232_18
868,20232_31030_30455_4E,PROYECTO II. SISTEMAS Y ORGANIZACIONES ESPACIALES _4E(),20232_31030_30455_4E,20232_31030,PROYECTO II. SISTEMAS Y ORGANIZACIONES ESPACIALES _4E(20232),20232/INGENIERIAS Y ARQUITECTURA - TUNJA/ARQUITECTURA JORNADA DIURNA/NIVEL 4,20232_31030_4,20232_31030,20232_18
869,20232_31030_33220_9A,EQUIPAMIENTOS_9A(),20232_31030_33220_9A,20232_31030,EQUIPAMIENTOS_9A(20232),20232/INGENIERIAS Y ARQUITECTURA - TUNJA/ARQUITECTURA JORNADA DIURNA/NIVEL 9,20232_31030_9,20232_31030,20232_18
870,20232_31030_30464_5B,ESTRUCTURAS II. SISTEMAS ESTRUCTURALES SISMO RESITENTES_5B(),20232_31030_30464_5B,20232_31030,ESTRUCTURAS II. SISTEMAS ESTRUCTURALES SISMO RESITENTES_5B(20232),20232/INGENIERIAS Y ARQUITECTURA - TUNJA/ARQUITECTURA JORNADA DIURNA/NIVEL 5,20232_31030_5,20232_31030,20232_18
871,20232_31030_30450_3A,CONSTRUCCIÓN I. MATERIALIDAD_3A(),20232_31030_30450_3A,20232_31030,CONSTRUCCIÓN I. MATERIALIDAD_3A(20232),20232/INGENIERIAS Y ARQUITECTURA - TUNJA/ARQUITECTURA JORNADA DIURNA/NIVEL 3,20232_31030_3,20232_31030,20232_18
872,20232_31001_10461_GRUPO B,MODELACIÓN CON SISTEMAS BUILDING INFORMATION MODELING - BIM_GRUPO B(),20232_31001_10461_GRUPO B,20232_31001,MODELACIÓN CON SISTEMAS BUILDING INFORMATION MODELING - BIM_GRUPO B(20232),20232/INGENIERIAS Y ARQUITECTURA - TUNJA/INGENIERIA CIVIL JORNADA DIURNA/NIVEL 9,20232_31001_9,20232_31001,20232_18
873,20232_31001_10123_GRUPO B,TUBERIAS Y CANALES_GRUPO B(),20232_31001_10123_GRUPO B,20232_31001,TUBERIAS Y CANALES_GRUPO B(20232),20232/INGENIERIAS Y ARQUITECTURA - TUNJA/INGENIERIA CIVIL JORNADA DIURNA/NIVEL 6,20232_31001_6,20232_31001,20232_18
874,20232_31001_10171_GRUPO B,GEOT V: ESTRUCTURAS DE CONTENCION_GRUPO B(),20232_31001_10171_GRUPO B,20232_31001,GEOT V: ESTRUCTURAS DE CONTENCION_GRUPO B(20232),20232/INGENIERIAS Y ARQUITECTURA - TUNJA/INGENIERIA CIVIL JORNADA DIURNA/NIVEL 10,20232_31001_10,20232_31001,20232_18
875,20232_31001_10124_GRUPO A,HIDROLOGIA_GRUPO A(),20232_31001_10124_GRUPO A,20232_31001,HIDROLOGIA_GRUPO A(20232),20232/INGENIERIAS Y ARQUITECTURA - TUNJA/INGENIERIA CIVIL JORNADA DIURNA/NIVEL 6,20232_31001_6,20232_31001,20232_18
876,20232_31001_10461_GRUPO A,MODELACIÓN CON SISTEMAS BUILDING INFORMATION MODELING - BIM_GRUPO A(),20232_31001_10461_GRUPO A,20232_31001,MODELACIÓN CON SISTEMAS BUILDING INFORMATION MODELING - BIM_GRUPO A(20232),20232/INGENIERIAS Y ARQUITECTURA - TUNJA/INGENIERIA CIVIL JORNADA DIURNA/NIVEL 9,20232_31001_9,20232_31001,20232_18
877,20232_31001_92002_GRUPO B,SEMINARIO DE GRADO III_GRUPO B(),20232_31001_92002_GRUPO B,20232_31001,SEMINARIO DE GRADO III_GRUPO B(20232),20232/INGENIERIAS Y ARQUITECTURA - TUNJA/INGENIERIA CIVIL JORNADA DIURNA/NIVEL 10,20232_31001_10,20232_31001,20232_18
878,20232_31001_10158_GRUPO A,LEGISLACION PARA INGENIEROS_GRUPO A(),20232_31001_10158_GRUPO A,20232_31001,LEGISLACION PARA INGENIEROS_GRUPO A(20232),20232/INGENIERIAS Y ARQUITECTURA - TUNJA/INGENIERIA CIVIL JORNADA DIURNA/NIVEL 9,20232_31001_9,20232_31001,20232_18
879,20232_31001_10106_GRUPO B,ESTATICA_GRUPO B(),20232_31001_10106_GRUPO B,20232_31001,ESTATICA_GRUPO B(20232),20232/INGENIERIAS Y ARQUITECTURA - TUNJA/INGENIERIA CIVIL JORNADA DIURNA/NIVEL 3,20232_31001_3,20232_31001,20232_18
880,20232_31001_10107_GRUPO B,TOPOGRAFIA Y FOTOGRAMETRIA_GRUPO B(),20232_31001_10107_GRUPO B,20232_31001,TOPOGRAFIA Y FOTOGRAMETRIA_GRUPO B(20232),20232/INGENIERIAS Y ARQUITECTURA - TUNJA/INGENIERIA CIVIL JORNADA DIURNA/NIVEL 3,20232_31001_3,20232_31001,20232_18
881,20232_31001_97525_GRUPO A,INVESTIGACION II_GRUPO A(),20232_31001_97525_GRUPO A,20232_31001,INVESTIGACION II_GRUPO A(20232),20232/INGENIERIAS Y ARQUITECTURA - TUNJA/INGENIERIA CIVIL JORNADA DIURNA/NIVEL 3,20232_31001_3,20232_31001,20232_18
882,20232_31001_10121_GRUPO B,GEOLOGIA_GRUPO B(),20232_31001_10121_GRUPO B,20232_31001,GEOLOGIA_GRUPO B(20232),20232/INGENIERIAS Y ARQUITECTURA - TUNJA/INGENIERIA CIVIL JORNADA DIURNA/NIVEL 4,20232_31001_4,20232_31001,20232_18
883,20232_31001_10132_GRUPO A,ACUEDUCTOS_GRUPO A(),20232_31001_10132_GRUPO A,20232_31001,ACUEDUCTOS_GRUPO A(20232),20232/INGENIERIAS Y ARQUITECTURA - TUNJA/INGENIERIA CIVIL JORNADA DIURNA/NIVEL 7,20232_31001_7,20232_31001,20232_18
884,20232_31001_10127_GRUPO B,MECANICA DE SUELOS_GRUPO B(),20232_31001_10127_GRUPO B,20232_31001,MECANICA DE SUELOS_GRUPO B(20232),20232/INGENIERIAS Y ARQUITECTURA - TUNJA/INGENIERIA CIVIL JORNADA DIURNA/NIVEL 6,20232_31001_6,20232_31001,20232_18
885,20232_31001_10135_GRUPO A,MAQUINARIA Y EQUIPO_GRUPO A(),20232_31001_10135_GRUPO A,20232_31001,MAQUINARIA Y EQUIPO_GRUPO A(20232),20232/INGENIERIAS Y ARQUITECTURA - TUNJA/INGENIERIA CIVIL JORNADA DIURNA/NIVEL 7,20232_31001_7,20232_31001,20232_18
886,20232_31001_10139_GRUPO B,ALCANTARILLADOS_GRUPO B(),20232_31001_10139_GRUPO B,20232_31001,ALCANTARILLADOS_GRUPO B(20232),20232/INGENIERIAS Y ARQUITECTURA - TUNJA/INGENIERIA CIVIL JORNADA DIURNA/NIVEL 7,20232_31001_7,20232_31001,20232_18
887,20232_31006_98151_SERVPUB,GESTIÓN AMBIENTAL DE SERVICIOS PÚBLICOS DOMICILIARIOS_SERVPUB(),20232_31006_98151_SERVPUB,20232_31006,GESTIÓN AMBIENTAL DE SERVICIOS PÚBLICOS DOMICILIARIOS_SERVPUB(20232),20232/INGENIERIAS Y ARQUITECTURA - TUNJA/INGENIERÍA AMBIENTAL JORNADA DIURNA/NIVEL 8,20232_31006_8,20232_31006,20232_18
888,20232_31006_15052_INGECO,INGENIERIA ECONOMICA_INGECO(),20232_31006_15052_INGECO,20232_31006,INGENIERIA ECONOMICA_INGECO(20232),20232/INGENIERIAS Y ARQUITECTURA - TUNJA/INGENIERÍA AMBIENTAL JORNADA DIURNA/NIVEL 8,20232_31006_8,20232_31006,20232_18
889,20232_31006_15677_SEMGRA,SEMINARIO DE GRADO_SEMGRA(),20232_31006_15677_SEMGRA,20232_31006,SEMINARIO DE GRADO_SEMGRA(20232),20232/INGENIERIAS Y ARQUITECTURA - TUNJA/INGENIERÍA AMBIENTAL JORNADA DIURNA/NIVEL 9,20232_31006_9,20232_31006,20232_18
890,20232_31006_15682_OPCGRA,OPCIÓN GRADO_OPCGRA(),20232_31006_15682_OPCGRA,20232_31006,OPCIÓN GRADO_OPCGRA(20232),20232/INGENIERIAS Y ARQUITECTURA - TUNJA/INGENIERÍA AMBIENTAL JORNADA DIURNA/NIVEL 10,20232_31006_10,20232_31006,20232_18
891,20232_31006_15050_IMPAMB,IMPACTO AMBIENTAL_IMPAMB(),20232_31006_15050_IMPAMB,20232_31006,IMPACTO AMBIENTAL_IMPAMB(20232),20232/INGENIERIAS Y ARQUITECTURA - TUNJA/INGENIERÍA AMBIENTAL JORNADA DIURNA/NIVEL 10,20232_31006_10,20232_31006,20232_18
892,20232_31006_33274_GESRECNAT,GESTIÓN DE LOS RECURSOS NATURALES_GESRECNAT(),20232_31006_33274_GESRECNAT,20232_31006,GESTIÓN DE LOS RECURSOS NATURALES_GESRECNAT(20232),20232/INGENIERIAS Y ARQUITECTURA - TUNJA/INGENIERÍA AMBIENTAL JORNADA DIURNA/NIVEL 9,20232_31006_9,20232_31006,20232_18
893,20232_30003_10240_SISTA1,FILOSOFIA INSTITUCIONAL_SISTA1(),20232_30003_10240_SISTA1,20232_30003,FILOSOFIA INSTITUCIONAL_SISTA1(20232),20232/DIVISION IDIOMAS-BASICAS-HUMANIDADES-DEPORTES/DEPARTAMENTO DE HUMANIDADES - TUNJA JORNADA MIXTA/NIVEL 1,20232_30003_1,20232_30003,20232_12
894,20232_30003_10240_LICENC1,FILOSOFIA INSTITUCIONAL_LICENC1(),20232_30003_10240_LICENC1,20232_30003,FILOSOFIA INSTITUCIONAL_LICENC1(20232),20232/DIVISION IDIOMAS-BASICAS-HUMANIDADES-DEPORTES/DEPARTAMENTO DE HUMANIDADES - TUNJA JORNADA MIXTA/NIVEL 1,20232_30003_1,20232_30003,20232_12
895,20232_30003_62337_AMB2,ANTROPOLOGIA_AMB2(),20232_30003_62337_AMB2,20232_30003,ANTROPOLOGIA_AMB2(20232),20232/DIVISION IDIOMAS-BASICAS-HUMANIDADES-DEPORTES/DEPARTAMENTO DE HUMANIDADES - TUNJA JORNADA MIXTA/NIVEL 6,20232_30003_6,20232_30003,20232_12
